variant,sample_id,ok,label_llm,confidence,phishing_type,reasoning,indicators_found,indicators_not_found,top_factors,prompt_tokens,completion_tokens,latency_ms,error
E_poc_2k,1675,True,1,0.75,brand_impersonation,"The domain 'firsttb.com' is a shortened variant of the legitimate 'firsttexasbank.com' (typosquatting). The site is hosted on a WordPress demo server ('fastwpdemo.com'), which is inconsistent with a real bank. Although no credential harvesting forms are visible in the first 2000 chars, the domain-content inconsistency and typosquatting strongly suggest phishing.","[""Domain is a shortened variant of a known bank's official domain (typosquatting)"", 'Site hosted on a WordPress demo server (fastwpdemo.com), inconsistent with a real bank', 'Domain-content inconsistency: legitimate bank branding but demo hosting']","['Direct credential harvesting forms in visible HTML', 'Suspicious subdomains or path anomalies', 'Malicious scripts or obfuscated code in first 2000 chars']",,935,824,12766.917744011153,
A_html_probs,4680,True,benign,0.99,legitimate,"The URL belongs to the well-known Turkish news site milliyet.com.tr, with no typosquatting or suspicious TLD. The HTML content is a standard news article about a football match, containing no password fields, login forms, credential-harvesting scripts, hidden iframes, or any other phishing indicators. The page includes legitimate metadata, canonical links, and structured data consistent with a news article. Static classifier PhishGraph also rates it as benign with 33.2% probability, supporting the conclusion.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password input fields', 'login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to external sites', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store or payment forms']","['legitimate domain of a major news outlet', 'content is a standard sports news article', 'no credential harvesting or login elements', 'static classifier agrees with benign verdict']",3464,321,6030.609028995968,
B_html_probs_osint,3682,True,benign,0.95,legitimate,"The domain servizionline.serviziallastrada.it is a subdomain of a well-established domain (serviziallastrada.it) with a 10-year Wayback history, Tranco rank, and diverse certificate transparency logs, indicating long-term legitimate operation. The HTML content is a complex, multi-page web application with cookie consent, reCAPTCHA, and a login overlay, but no credential-harvesting action to an external or suspicious URL, no obfuscated JavaScript, and no fake brand impersonation. The page appears to be a legitimate Italian road service portal.","['long Wayback history (1000 snapshots, 10.1 years)', 'Tranco rank #713,561', 'diverse certificate transparency (45 certs, 13 issuers)', 'cookie consent banner with privacy policy link to same domain', 'reCAPTCHA integration', 'login overlay with no external action URL']","['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'credential-harvesting form action to external URL', 'obfuscated JavaScript', 'hidden iframes', 'brand impersonation of known companies', 'fake CAPTCHA', 'redirect to suspicious site', 'wallet drainer scripts', 'fake browser update', 'fake store']","['domain age and reputation', 'no credential-harvesting indicators in HTML', 'consistent brand and content with legitimate service']",3074,393,6209.688133007148,
C_html_only,3011,True,benign,0.99,legitimate,"The URL uses the official .mil TLD and the domain myarmybenefits.us.army.mil is a legitimate subdomain of the U.S. Army. The HTML content contains standard government website elements such as Google Analytics, Facebook SDK, and Clarity tracking scripts, along with a favicon and branding consistent with the U.S. Army. The page is an informational article about the Survivor Benefit Plan (SBP) with no login forms, password fields, credential-harvesting JavaScript, or suspicious redirects. No phishing indicators were found.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password fields or login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to external sites', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store elements']","['official .mil TLD', 'legitimate U.S. Army subdomain', 'informational content without credential collection', 'presence of standard analytics and social media SDKs']",2928,326,6011.505116999615,
B_html_probs_osint,1957,True,phish,0.88,brand_impersonation,"The domain sgerex.cc is not in the Tranco top 1M, never archived by Wayback Machine, and only 322 days old, which are typical of short-lived phishing sites. The HTML content includes multiple tracking scripts (Facebook Pixel, YouTube API) and a Telegram login script, but no visible login form or password field in the cleaned snippet, suggesting the actual credential harvesting happens via JavaScript after user interaction. The page impersonates a cryptocurrency exchange platform with meta tags describing 'Buy Bitcoin & Crypto' and 'Comprehensive cryptocurrency trading platform', but the domain name does not match any known legitimate exchange, and the static classifier PhishGraph rates it 79.1% phishing.","['domain not in Tranco top 1M', 'no Wayback Machine archive', 'domain age 322 days (medium risk)', 'PhishGraph classifier 79.1% phishing', 'meta tags impersonating cryptocurrency exchange', 'Telegram login script (tg_id_onload)', 'Facebook Pixel tracking', 'YouTube API script', 'no visible login form in cleaned HTML (likely JS-loaded)', 'domain sgerex.cc does not match any known legitimate crypto exchange']","['no password field in cleaned HTML', 'no obvious typosquatting of a known brand in domain', 'no IP address in URL', 'no free hosting TLD', 'no hidden iframes', 'no obfuscated JavaScript in cleaned snippet', 'no fake CAPTCHA', 'no wallet drainer scripts', 'no fake browser update', 'no fake store elements']","['domain reputation (no traffic, no archive, young age)', 'brand impersonation via meta tags', 'JavaScript-heavy page with tracking and login scripts but no visible form', 'static classifier agreement (PhishGraph high score)']",4169,453,7697.553247009637,
E_poc_2k,794,True,0,0.95,legitimate,"The URL path suggests a hospital template, but the HTML content is about WhatsApp group links. No credential harvesting, login forms, or brand impersonation detected. Both models agree it is benign.","['Suspicious URL path (template directory, not a real hospital site)', 'Content mismatch (WhatsApp groups vs. hospital theme)', 'Domain-content mismatch (hospital path vs. WhatsApp group content)']","['Credential harvesting forms', 'Brand impersonation', 'Suspicious domain (joinbestgroups.com is legitimate for WhatsApp groups)', 'Phishing-specific HTML elements']",,821,639,9885.461870988365,
D_html_osint,3444,True,benign,0.99,legitimate,"The domain is a legitimate subdomain of the Japanese Ministry of Health, Labour and Welfare (mhlw.go.jp), a well-known government site. The URL path and HTML content are a genuine FAQ page about labor conditions, with no login forms, password fields, credential-harvesting scripts, or suspicious redirects. The OSINT dossier confirms a long history (11+ years), thousands of Wayback snapshots, and multiple certificates, all consistent with a benign government website.","['Domain is a subdomain of mhlw.go.jp (official Japanese government domain)', 'HTML contains government branding, copyright, and links to official ministry pages', 'Content is a static FAQ page about labor law, no credential harvesting elements', 'Wayback Machine shows 1000 snapshots over 11.4 years', 'Certificate Transparency shows 13 certificates over 7.9 years']","['No password fields or login forms', 'No credential-harvesting JavaScript', 'No hidden iframes or obfuscated content', 'No fake CAPTCHA or wallet drainer scripts', 'No suspicious redirects or external form submissions to unknown domains', 'No typosquatting or lookalike domain patterns', 'No free hosting or unusual TLD', 'No fake browser update or fake store elements']","['Official government subdomain (mhlw.go.jp)', 'Long-established domain with extensive archival history', 'Static informational content with no phishing indicators']",3670,375,6261.988151003607,
B_html_probs_osint,231,True,benign,0.95,legitimate,"The URL is a random-looking subpath on a domain not associated with any known brand, but the HTML content reveals a fully functional Japanese social networking site called 'Essence' with a mailbox inbox, user profiles, and navigation menus. There are no password fields, login forms, credential-harvesting scripts, hidden iframes, or fake CAPTCHAs present. The page appears to be a legitimate social community platform, not a phishing attempt.","['Japanese social networking site with mailbox functionality', 'User profiles with images and details', 'Navigation menu with help, logout, and search options', 'No password or login fields on the page']","['Password input fields', 'Login forms', 'Credential-harvesting JavaScript', 'Hidden iframes', 'Brand impersonation of known companies', 'Fake CAPTCHA', 'Redirects to external suspicious domains', 'Obfuscated content', 'Wallet drainer scripts', 'Fake browser updates', 'Fake store elements']","['No credential harvesting elements present', 'Content is a functional social network inbox, not a login or payment page', 'Domain not impersonating any known brand']",3950,317,4597.162616002606,
C_html_only,1356,True,phish,0.95,credential_harvesting,"The URL contains a suspicious path with encoded parameters pointing to a PHP file on a different domain (punktum-dot_dk), which is a classic sign of credential harvesting. The HTML includes obfuscated JavaScript that delays script loading and intercepts user interactions, commonly used to evade detection and steal credentials. The domain myskinclinic.nl is a legitimate Dutch skin clinic, but the page content is unrelated to its normal business, indicating a compromised or spoofed site.","['URL contains encoded redirect to external PHP file (loadiiing.php)', 'Obfuscated JavaScript with lazy loading and interaction interception', 'Page content unrelated to legitimate domain (myskinclinic.nl)', 'Suspicious query parameters (wsidchk, pdata, id, ts) typical of tracking or phishing campaigns']","['No visible login form or password fields in the provided HTML', 'No explicit brand impersonation in the visible content', 'No fake CAPTCHA or wallet drainer scripts detected']","['Encoded redirect to external PHP file', 'Obfuscated JavaScript with interaction interception', 'Mismatch between domain and page content']",2926,310,13600.547002017265,
B_html_probs_osint,4226,True,benign,0.95,legitimate,"The domain neco.navy.mil is a legitimate .mil domain belonging to the U.S. Navy, with a Tranco rank of #3,008, over 27 years of Wayback history, and 19 certificates in CT logs, all indicating a well-established, legitimate site. The HTML content is a standard ASP.NET procurement search page for Naval Facilities (NAVFAC) with no credential-harvesting forms, obfuscated scripts, or suspicious redirects; it includes a notice directing vendors to beta.sam.gov for NAVFAC opportunities. No phishing indicators such as password fields, fake login forms, or brand impersonation were found.","['Domain is a .mil TLD (U.S. Navy)', 'Tranco rank #3,008 (mainstream site)', 'Wayback Machine: 1000 snapshots, first capture 9,976 days ago', '19 certificates in CT logs, first cert 6,662 days ago', 'ASN allocated 31 years ago (AS6026, US)', 'HTML contains standard ASP.NET form with __VIEWSTATE and __EVENTVALIDATION', 'Page includes a notice about NAVFAC opportunities moving to beta.sam.gov', 'No password fields or login forms present', 'No obfuscated JavaScript or hidden iframes']","['No typosquatting or lookalike domain', 'No credential-harvesting JavaScript', 'No fake CAPTCHA or fake browser update', 'No wallet drainer or cryptocurrency-related content', 'No suspicious redirects to external domains', 'No brand impersonation of known companies', 'No free hosting or unusual TLD']","['Established .mil domain with long history and high Tranco rank', 'Standard government procurement page with no phishing patterns', 'No credential harvesting or suspicious form actions']",5603,457,6777.694009011611,
D_html_osint,201,True,phish,0.95,scam,"The domain 94076.loan uses a suspicious TLD (.loan) and is not in the Tranco top 1M, has no Wayback Machine history, is only 247 days old, and uses only free SSL certificate issuers, all of which are common phishing indicators. The HTML content reveals a gambling/lottery-themed page with extensive CSS custom properties for a dark theme and references to 'lobby', 'jackpot', and 'vip', which are typical of scam gambling sites designed to lure victims into depositing money. The page also includes a script for 'CGFrameStorageProxy' that communicates with parent frames, suggesting potential credential or data harvesting via cross-origin messaging.","['suspicious TLD (.loan)', 'not in Tranco top 1M', 'no Wayback Machine history', 'domain age 247 days (medium risk)', ""only free SSL issuers (Let's Encrypt, ZeroSSL, Buypass)"", ""gambling/lottery theme with 'jackpot' and 'vip' references"", 'dark theme CSS suggesting scam gambling site', 'CGFrameStorageProxy script for cross-origin messaging', 'hosted on AS152194 (HK) which may be associated with phishing']","['password fields', 'login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation of known companies', 'fake CAPTCHA', 'redirects to other domains', 'obfuscated content', 'fake wallet drainer', 'fake browser update', 'fake store']","['suspicious domain characteristics (TLD, age, no history)', 'gambling/scam page content', 'cross-origin messaging script for potential data harvesting']",3971,403,13861.670455982676,
D_html_osint,807,True,phish,0.92,brand_impersonation,"The domain bodenoutletusa.com is a recent registration (356 days) with no Tranco rank, only free-issuer certificates, and a single Wayback snapshot from 304 days ago, all of which are consistent with phishing infrastructure. The HTML content impersonates the legitimate Boden brand, uses a third-party CDN (cdn.staticsgg.com) for assets, and includes obfuscated JavaScript (base64-encoded configuration) that is typical of credential-harvesting or scam storefronts. The page also lacks legitimate contact information, has a suspicious email (vip@bodenoutlet.com), and includes social media links that point to generic URLs rather than official Boden pages.","['domain not in Tranco Top-1M', 'domain age 356 days (medium-risk)', ""only free-issuer certificates (Let's Encrypt, ZeroSSL, Buypass)"", 'single Wayback snapshot 304 days ago', 'brand impersonation of Boden', 'third-party CDN (cdn.staticsgg.com) for assets', 'obfuscated JavaScript (base64-encoded configuration)', 'suspicious email (vip@bodenoutlet.com)', 'social media links to generic URLs (facebook.com, twitter.com, pintrest.com)', 'missing legitimate contact details (empty address, no phone)']","['no password field or login form in the cleaned HTML', 'no hidden iframes detected', 'no fake CAPTCHA', 'no redirects to external domains', 'no wallet drainer scripts', 'no fake browser update prompts', 'no obvious typosquatting in domain (bodenoutletusa.com is a direct brand impersonation)']","['domain age and registration signals', 'brand impersonation in title and meta', 'obfuscated JavaScript configuration', 'lack of legitimate business presence']",4821,465,6483.584153000265,
E_poc_2k,2268,True,1,0.95,scam,"URL uses .info TLD and path /ing-clientes to impersonate a banking portal. HTML contains immediate redirect to a suspicious PHP script, unrealistic financial promises ('Deposit 2000 USD -> GET 200 000 USD'), flashing text, and numerous SEO spam links. Domain buzzana.info is unrelated to any legitimate bank. Models gave low phishing score (3.4%) likely due to absence of credential-harvesting forms, but the page is a clear scam/redirect site.","['Suspicious URL structure (.info TLD, path impersonating banking)', 'Immediate JavaScript redirect to suspicious PHP script', 'Unrealistic financial promises (get-rich-quick scam)', 'Flashing/blinking text to attract attention', 'Numerous hidden links and SEO spam external links', 'Domain-content mismatch (buzzana.info unrelated to ING)']","['No legitimate banking content or brand logos', 'No login forms or credential fields', 'No HTTPS certificate issues (but not checked)', 'No explicit password/username input fields']",,957,806,12519.382696016692,
C_html_only,2502,True,benign,0.95,legitimate,"The domain medibankoshcaccess.com.au is a legitimate subdomain of medibank.com.au, matching the official Medibank brand. The HTML content shows a standard ASP.NET login form with Telerik UI components, a 'Medibank OSHC Partner Portal' title, and a footer stating 'Medibank OSHC is a business of Medibank Private Limited ABN 47 080 890 259', which is consistent with the real Medibank. No credential-harvesting JavaScript, obfuscated content, fake CAPTCHA, or suspicious redirects were found. The page uses HTTPS and the form action points to the same domain, indicating a legitimate login portal.","['Domain matches official Medibank brand (medibankoshcaccess.com.au is a subdomain of medibank.com.au)', 'ASP.NET login form with Telerik UI components', 'Footer with correct Medibank business name and ABN', 'HTTPS connection', 'Form action points to same domain (./Login.aspx)']","['No typosquatting or lookalike domain', 'No IP address or unusual TLD', 'No credential-harvesting JavaScript', 'No hidden iframes', 'No fake CAPTCHA', 'No obfuscated content', 'No fake wallet drainer or browser update', 'No suspicious redirects', 'No password field action pointing to external or suspicious URL']","['Domain ownership and brand consistency', 'Presence of legitimate ASP.NET and Telerik framework', 'Correct business details in footer', 'HTTPS and same-domain form action']",3950,417,9252.400274999673,
A_html_probs,2797,True,benign,0.99,legitimate,"The URL is a subdomain of iastate.edu, a legitimate Iowa State University domain, and the page is a standard Drupal FAQ page for Reiman Gardens. The HTML contains official Iowa State branding, favicons, Google Analytics tags, and no credential-harvesting forms, obfuscated scripts, or suspicious redirects. The static classifier PhishGraph rates it 0.7% phishing, consistent with benign content.","['legitimate iastate.edu subdomain', 'official Iowa State University favicon and branding', 'Drupal 10 CMS with standard structure', 'Google Analytics and Siteimprove tracking scripts', 'no password fields or login forms']","['typosquatting or lookalike domain', 'credential-harvesting forms or input fields', 'obfuscated JavaScript', 'hidden iframes or redirects', 'fake CAPTCHA or wallet drainers', 'brand impersonation of non-Iowa State entities', 'suspicious external links to credential harvesters']","['domain ownership by Iowa State University', 'consistent official branding and CMS', 'absence of any phishing indicators']",3820,311,4731.913814990548,
A_html_probs,1247,True,phish,0.92,brand_impersonation,"The domain bt-tobit.com is a typosquat of the legitimate BitGo brand (bitgo.com), using a different TLD and a misspelling. The page title and logo impersonate BitGo, a well-known cryptocurrency wallet and exchange platform. The page includes login and registration links, which are typical credential-harvesting targets. The presence of a trading interface with real-time prices and a QR code for a mobile download app further mimics a legitimate exchange to deceive users. The static classifier's low phishing score (5.6%) is likely due to the page's sophisticated design, but the domain impersonation and brand misuse override that signal.","['domain typosquatting: bt-tobit.com vs bitgo.com', ""page title 'BitGo' impersonates legitimate brand"", 'logo image references BitGo branding', 'login and registration links present', 'cryptocurrency trading interface with real-time prices', 'QR code for mobile app download to increase legitimacy']","['no password field directly in HTML (likely loaded dynamically)', 'no hidden iframes detected', 'no obfuscated JavaScript found', 'no fake CAPTCHA', 'no wallet drainer scripts', 'no fake browser update prompts']","['domain typosquatting of a known cryptocurrency brand', 'brand impersonation in title and logo', 'presence of login/registration forms for credential harvesting']",3330,369,6843.999806995271,
A_html_probs,4891,True,benign,0.99,legitimate,"The URL belongs to a legitimate UCSD subdomain (sixth.ucsd.edu) and the HTML content is a standard PDF viewer (pdf.js) displaying a PDF titled 'Activities for Facilitating Introductions - icebreakers-teambuilding-activities-energizers.pdf'. There are no login forms, password fields, credential-harvesting scripts, hidden iframes, brand impersonation, fake CAPTCHA, redirects, obfuscated content, wallet drainers, fake updates, or fake stores. The static classifier opinion (PhishGraph 99.4% PHISHING) is likely a false positive due to the PDF viewer's unusual HTML structure, but the actual content is a benign educational PDF.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password fields or login forms', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation (e.g., fake PayPal, Google, Microsoft)', 'fake CAPTCHA', 'redirects to external sites', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store or checkout pages']","['legitimate UCSD subdomain', 'PDF viewer with no interactive phishing elements', 'static classifier false positive likely due to PDF viewer structure']",3412,363,15032.29554000427,
C_html_only,51,True,phish,0.95,brand_impersonation,"The domain hawnwfxdaig.com is a random string, not associated with the legitimate 'Essence' social site (essence-one.net). The page displays a fake inbox with messages urging urgent action on 'partner points' and 'credit card payment', classic social engineering lures. The HTML references essence-one.net resources but is hosted on an unrelated domain, indicating brand impersonation and credential harvesting intent.","['random string domain (hawnwfxdaig.com) unrelated to brand', 'page content references legitimate site (essence-one.net) but hosted elsewhere', ""urgent messages about 'partner points' and 'credit card payment'"", 'inbox interface mimicking a social site to harvest credentials', 'no visible login form but likely redirects to fake login on interaction']","['no password field in initial HTML', 'no obfuscated JavaScript', 'no hidden iframes', 'no fake CAPTCHA', 'no wallet drainer scripts', 'no fake browser update prompts']","['domain mismatch with brand', 'social engineering urgency', 'brand impersonation of Essence']",3703,304,13672.347230021842,
B_html_probs_osint,4850,True,benign,0.95,legitimate,"The URL is a subdomain of webengage.co, a legitimate customer engagement platform with a long-standing Tranco rank (#37,798) and 6+ years of Wayback history. The HTML content is a standard storage frame used by WebEngage's SDK to manage localStorage for cross-origin communication, containing no credential-harvesting forms, password fields, or obfuscated scripts. The page loads a known WebEngage JavaScript file from Amazon S3, consistent with their documented architecture. No phishing indicators such as typosquatting, fake login forms, or brand impersonation were found.","['Legitimate subdomain of webengage.co', 'Storage frame for localStorage management', 'Loads WebEngage SDK from official S3 bucket', 'No credential fields or login forms']","['Typosquatting or lookalike domain', 'Password or login input fields', 'Credential-harvesting JavaScript', 'Hidden iframes or redirects', 'Fake CAPTCHA or browser update prompts', 'Wallet drainer or cryptocurrency-related content', 'Obfuscated or suspicious scripts', 'Brand impersonation of known services']","['Established domain with long history and high Tranco rank', 'Content matches expected WebEngage SDK storage frame', 'No phishing-specific HTML patterns']",2785,346,4596.547131979605,
E_poc_2k,889,True,0,0.85,legitimate,"The page is a WordPress site providing betting/gambling information in Persian. No credential harvesting forms or fake login pages are present. However, the domain (kianra.cfd) does not match the claimed brand (یک شرط / 1Shart), and the .cfd TLD is commonly abused. The models agree it is benign, likely due to the absence of typical phishing elements.","['Suspicious TLD (.cfd)', 'Domain-brand mismatch (kianra.cfd vs. یک شرط)']","['Credential harvesting forms', 'Fake login pages', 'Deceptive brand impersonation (logos, copycat design)', 'Urgent or threatening language', 'Suspicious form actions or external submission URLs']",,911,707,9249.667469994165,
C_html_only,217,True,benign,0.95,legitimate,"The domain casino-classic.ca uses a legitimate .ca TLD and matches the brand name exactly with no typosquatting. The HTML content is a detailed, informative review page for an online casino, containing no password fields, login forms, credential-harvesting JavaScript, hidden iframes, or obfuscated content. The page includes a canonical URL, proper meta tags, and links to external pages for login and registration, which is typical for legitimate casino affiliate or review sites. No phishing indicators such as fake CAPTCHA, wallet drainers, fake updates, or brand impersonation of a non-gambling entity were found.","['Legitimate .ca TLD matching brand name', 'Detailed review content with no credential harvesting', 'Canonical URL and proper meta tags', 'Links to external login/registration pages (not inline forms)']","['Typosquatting or lookalike domain', 'Password fields or login forms on the page', 'Credential-harvesting JavaScript', 'Hidden iframes or obfuscated content', 'Fake CAPTCHA or wallet drainers', 'Fake browser updates or fake stores', 'Brand impersonation of a non-gambling entity', 'Suspicious redirects or pop-ups']","['Domain matches brand name exactly with no suspicious patterns', 'Page content is informational/review, not a credential harvest attempt', 'No interactive forms or credential input fields present']",3144,374,5372.631802980322,
B_html_probs_osint,2550,True,phish,0.99,credential_harvesting,"The page presents a login form for 'Life Healthcare Theatre Booking' with email and password fields, which is typical credential harvesting. The domain 'theatrebooking.lifehealthcare.co.za' is a subdomain of a legitimate healthcare company, but the URL path '/infoquesttbsdr/dr/slateview' is unusual and the page has never been archived on Wayback Machine, indicating a short-lived or new site. The static classifier PhishGraph gives a 99.1% phishing probability, and the OSINT dossier shows no CT log hits and no archival history, both consistent with phishing infrastructure. The presence of a password field, a 'Reset Password' link, and a 'Register' link on a page that appears to be a login portal for a specific system (InfoQuest) further supports the phishing verdict.","['password input field', 'email input field', 'login form with submit button', 'brand impersonation of Life Healthcare', 'no Wayback Machine archival history', 'no Certificate Transparency log hits', 'PhishGraph classifier score 99.1% phishing', 'unusual URL path structure']","['obfuscated JavaScript', 'hidden iframes', 'fake CAPTCHA', 'wallet drainer code', 'fake browser update', 'redirect to external domain', 'typosquatting in domain name', 'free hosting or unusual TLD']","['credential harvesting form with brand impersonation', 'lack of archival history and CT logs', 'high PhishGraph phishing probability']",3390,396,3839.4658619945403,
C_html_only,4284,True,benign,0.95,legitimate,"The URL uses the legitimate domain exiletribestation.jp, which is the official online store for the EXILE TRIBE music group. The HTML contains standard e-commerce elements such as a product listing page, canonical link, Google Tag Manager, Facebook Pixel, and structured breadcrumb data, all consistent with a legitimate store. No password fields, credential-harvesting scripts, hidden iframes, or obfuscated content were found. The page does not impersonate any other brand or request sensitive information.","['canonical URL matches domain', 'Google Tag Manager and Facebook Pixel present', 'structured data (BreadcrumbList) present', 'standard e-commerce header with cart, favorites, account links', 'no password or login form on this page']","['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password fields', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation', 'fake CAPTCHA', 'redirects to unknown domains', 'obfuscated content', 'wallet drainer scripts', 'fake browser update prompts', 'fake store indicators']","['domain matches official brand', 'no credential harvesting elements', 'standard e-commerce page structure']",3354,351,7540.134818002116,
B_html_probs_osint,1391,True,phish,0.92,scam,"The URL is a random alphanumeric string on a domain (jkfhx6m4dn.com) that is not in the Tranco top 1M, has no Wayback Machine history, and is only 261 days old — all typical of short-lived phishing infrastructure. The HTML content is a Japanese social networking inbox page that displays messages with urgent financial themes (e.g., '完全無料', '￥55,000,000', '利用伝票'), which are classic lures for advance-fee or romance scams. Although the page does not contain a password field or credential-harvesting form, the combination of a suspicious domain and scam-themed inbox messages strongly indicates a phishing/scam operation designed to trick users into sending money or personal information.","['random alphanumeric subdomain path', 'domain not in Tranco top 1M', 'no Wayback Machine history', 'domain age 261 days (medium-risk)', 'inbox messages with urgent financial lures', ""messages referencing '完全無料' and '￥55,000,000'"", ""messages referencing '利用伝票' (usage slip)"", ""messages referencing 'ポイントを購入' (point purchase)"", ""messages referencing '3,5...' (likely monetary amount)""]","['password input field', 'login form', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation of known companies', 'fake CAPTCHA', 'redirect to external site', 'obfuscated content', 'wallet drainer scripts', 'fake browser update', 'fake store']","['suspicious domain characteristics', 'scam-themed inbox content', 'lack of legitimate web presence']",3937,433,10197.124442987842,
A_html_probs,4563,True,phish,0.92,brand_impersonation,"The URL uses a subdomain of modento.io, which is not a known legitimate domain for Dental Intelligence, and the page title and logo impersonate Dental Intelligence. The HTML contains a login page with credential harvesting potential, and the static classifier PhishGraph gives a 99.5% phishing probability. The domain and content together strongly indicate brand impersonation and credential harvesting.","['URL subdomain office.modento.io not associated with legitimate Dental Intelligence', ""Page title 'Engagement | Dental Intelligence' and logo impersonate Dental Intelligence brand"", 'Login page with credential harvesting form', 'Static classifier PhishGraph 99.5% phishing probability']","['No typosquatting in domain (modento.io vs dentalintelligence.com)', 'No IP address in URL', 'No unusual TLD', 'No free hosting domain', 'No hidden iframes', 'No obfuscated JavaScript', 'No fake CAPTCHA', 'No wallet drainer scripts', 'No fake browser update prompts', 'No fake store content']","['Domain not matching brand', 'Brand impersonation in title and logo', 'Login form present', 'High phishing probability from static classifier']",4804,324,5845.253715000581,
A_html_probs,1241,True,phish,0.85,scam,"The URL uses a suspicious domain (rankxyz.xyz) with a path that contains a double-encoded URL pointing to an AWS S3 bucket (s3-kuuu.s3.amazonaws.com), which is a common technique to hide the true destination. The page content includes a flashing promotional message promising 'Deposit 2000 USD -> GET 200 000 USD' and 'X100', which is a classic scam lure. The page also contains a large number of hidden links (e.g., /aio/...) and redirects to a PHP script (click2131287361236.php) after a timeout, indicating a redirection chain typical of phishing or scam pages. The presence of links to known SEO spam services (IndexJump, AIO, Semalt, Trustburn) further supports the malicious intent.","['suspicious domain (rankxyz.xyz)', 'double-encoded URL in path', 'AWS S3 bucket in URL (s3-kuuu.s3.amazonaws.com)', 'flashing promotional text promising unrealistic returns', 'redirect to PHP script after timeout', 'large number of hidden /aio/ links', 'links to known SEO spam services (IndexJump, AIO, Semalt, Trustburn)']","['no password fields or login forms', 'no credential-harvesting JavaScript', 'no hidden iframes', 'no brand impersonation', 'no fake CAPTCHA', 'no wallet drainer code', 'no fake browser update']","['suspicious domain and URL structure', 'scam-like promotional content', 'redirect chain to PHP script', 'presence of SEO spam links']",3956,417,6745.288737001829,
E_poc_2k,997,True,0,0.996,legitimate,"The URL is a legitimate product page on a known Tesla accessories retailer (ingenext.ca). HTML content shows standard e-commerce scripts (Shopify, Google Tag Manager, Facebook Pixel) with no credential harvesting or obfuscation. Domain matches brand and content. Both models agree with very low phishing probability (0.4%).",[],"['Suspicious URL patterns', 'Credential harvesting forms', 'Fake login fields', 'Obfuscated JavaScript', 'Domain-content mismatch', 'Model disagreement']",,1347,587,9043.87984299683,
B_html_probs_osint,4867,True,benign,0.99,legitimate,"The URL uses the legitimate domain chemistwarehouse.com.au, which is a well-known Australian pharmacy chain. The HTML content shows a standard e-commerce product listing page for cosmetics, with no password fields, login forms, credential-harvesting scripts, hidden iframes, or obfuscated content. The OSINT dossier confirms the domain is long-established (Tranco rank #30,643, 22.8 years of Wayback history, first snapshot served HTTP 2xx), and the PhishGraph classifier rates it as 0% phishing. No phishing indicators were found.",[],"['typosquatting or lookalike domain', 'IP address in URL', 'unusual TLD', 'free hosting domain', 'password or login form', 'credential-harvesting JavaScript', 'hidden iframes', 'brand impersonation in content', 'fake CAPTCHA', 'redirect to external site', 'obfuscated content', 'wallet drainer scripts', 'fake browser update', 'fake store or checkout']","['legitimate domain with long history and high Tranco rank', 'no credential harvesting or login forms present', 'PhishGraph classifier gives 0% phishing probability', 'content matches expected e-commerce product listing']",4693,336,6288.03345002234,
